import_rank,pmid,metadata_retrieval_status,metadata_source,title,vernacular_title,abstract,all_authors,author_count,collective_authors,journal,journal_abbreviation,publication_date,publication_year,volume,issue,pages_or_elocation,doi,pmcid,other_article_ids,language,publication_types,mesh_terms,keywords,country,citation_status,has_abstract,explicit_pfild_title,explicit_ppf_title,explicit_pfild_anywhere,explicit_ppf_anywhere,non_ipf_context_flag,ipf_only_suspected_flag,machine_recall_priority,pubmed_url
859,28435277,complete,NCBI PubMed EFetch XML,Role of pirfenidone in the management of pulmonary fibrosis.,,"Pulmonary fibrosis is associated with a number of specific forms of interstitial lung disease (ILD) and can lead to progressive decline in lung function, poor quality of life, and, ultimately, early death. Idiopathic pulmonary fibrosis (IPF), the most common fibrotic ILD, affects up to 1 in 200 elderly individuals and has a median survival that ranges from 3 to 5 years following initial diagnosis. IPF has not been shown to respond to immunomodulatory therapies, but recent trials with novel antifibrotic agents have demonstrated lessening of lung function decline over time. Pirfenidone has been shown to significantly slow decline in forced vital capacity (FVC) over time and prolong progression-free survival, which led to its licensing by the United States Food and Drug Administration (FDA) in 2014 for the treatment of patients with IPF. However, pirfenidone has been associated with significant side effects, and patients treated with pirfenidone must be carefully monitored. We review recent and ongoing clinical research and experience with pirfenidone as a pharmacologic therapy for patients with IPF, provide a suggested approach to incorporate pirfenidone into a treatment algorithm for patients with IPF, and examine the potential of pirfenidone as a treatment for non-IPF forms of ILD accompanied by progressive pulmonary fibrosis.","Meyer, Keith C; Decker, Catherine A",2,,Therapeutics and clinical risk management,Ther Clin Risk Manag,2017-04-03,2017,13,,427-437,10.2147/TCRM.S81141,PMC5388201,pii:tcrm-13-427,eng,Journal Article; Review,,idiopathic pulmonary fibrosis; interstitial lung disease; pirfenidone; treatments,New Zealand,PubMed-not-MEDLINE,True,False,False,False,True,True,False,medium,https://pubmed.ncbi.nlm.nih.gov/28435277/
860,28424456,complete,NCBI PubMed EFetch XML,Paraquat poisoning induced pulmonary epithelial mesenchymal transition through Notch1 pathway.,,"Progressive pulmonary fibrosis is the most characteristic feature of subacute PQ poisoning. Epithelial-to-mesenchymal transition (EMT) is reported to be involved in the pulmonary fibrosis after PQ exposure. Recent evidence suggested Notch signaling is required for EMT. In this study, we investigated whether Notch1 and TGF-β1/Smad3 signaling was involved in EMT caused by PQ. It is demonstrated that A549 cells underwent EMT after treated with PQ at dose of 300 μmol/L for 6 days, charactered by increasing expression of mesenchymal marker α-SMA and decreasing expression of epithelial marker E-cadherin. We found that there was an apparent increased expression of Notch1 and jagged-1 in PQ induced EMT process. EMT could be enhanced by Jagged-1 ligand of Notch1, and be blocked by DAPT, a γ-secretase inhibitor. Our data also showed that the expression of TGF-β1/Smad3 increased after Notch1 is elevated in EMT caused by PQ. Jagged-1 significantly induced SMA expression, and this induction was completely inhibited by SB431542 in A549 cells. In conclusion, we demonstrated that Notch1 pathway was important in EMT induced by PQ, and TGF-β1/Smad3 signaling partly plays a role as the downstream of Notch1.","Li, Tiegang; Yang, Xiangming; Xin, Shiyu; Cao, Yan; Wang, Nana",5,,Scientific reports,Sci Rep,2017-04-19,2017,7,1,924,10.1038/s41598-017-01069-9,PMC5430447,pii:10.1038/s41598-017-01069-9,eng,"Journal Article; Research Support, Non-U.S. Gov't","A549 Cells; Actins / genetics / metabolism; Antigens, CD; Biobehavioral Sciences; Cadherins / genetics / metabolism; Epithelial-Mesenchymal Transition; Gene Expression Regulation / drug effects; Humans; Paraquat / poisoning; Pulmonary Fibrosis / chemically induced / genetics / metabolism; Receptor, Notch1 / genetics / metabolism; Signal Transduction / drug effects; Smad3 Protein / genetics / metabolism; Transforming Growth Factor beta1 / genetics / metabolism",,England,MEDLINE,True,False,False,False,True,False,False,medium,https://pubmed.ncbi.nlm.nih.gov/28424456/
861,28283477,complete,NCBI PubMed EFetch XML,Lung epithelial cell focal adhesion kinase signaling inhibits lung injury and fibrosis.,,"Progressive pulmonary fibrosis is a devastating consequence of many acute and chronic insults to the lung. Lung injury leads to alveolar epithelial cell (AEC) death, destruction of the basement membrane, and activation of transforming growth factor-β (TGF-β). There is subsequent resolution of the injury and a coordinated and concurrent initiation of fibrosis. Both of these processes may involve activation of similar intracellular signaling pathways regulated in part by dynamic changes to the extracellular matrix. Matrix signaling can augment the profibrotic fibroblast response to TGF-β. However, similar matrix/integrin signaling pathways may also be involved in the inhibition of ongoing TGF-β-induced AEC apoptosis. Focal adhesion kinase (FAK) is an integrin-associated signaling molecule expressed by many cell types. We used mice with AEC-specific FAK deletion to isolate the epithelial aspect of integrin signaling in the bleomycin model of lung injury and fibrosis. Mice with AEC-specific deletion of FAK did not exhibit spontaneous lung injury but did have significantly greater terminal deoxynucleotidyl transferase dUTP-mediated nick-end labeling-positive cells (18.6 vs. 7.1) per ×200 field, greater bronchoalveolar lavage protein (3.2 vs. 1.8 mg/ml), and significantly greater death (77 vs. 19%) after bleomycin injury compared with littermate control mice. Within primary AECs, activated FAK directly associates with caspase-8 and inhibits activation of the caspase cascade resulting in less apoptosis in response to TGF-β. Our studies support a model in which dynamic changes to the extracellular matrix after injury promote fibroblast activation and inhibition of epithelial cell apoptosis in response to TGF-β through FAK activation potentially complicating attempts to nonspecifically target this pathway for antifibrotic therapy.","Wheaton, Amanda K; Agarwal, Manisha; Jia, Shijing; Kim, Kevin K",4,,American journal of physiology. Lung cellular and molecular physiology,Am J Physiol Lung Cell Mol Physiol,2017-03-10,2017,312,5,L722-L730,10.1152/ajplung.00478.2016,PMC5451599,pii:ajplung.00478.2016,eng,"Journal Article; Research Support, N.I.H., Extramural","Animals; Apoptosis; Bleomycin; Caspase 8 / metabolism; Enzyme Activation; Epithelial Cells / enzymology / pathology; Focal Adhesion Protein-Tyrosine Kinases / metabolism; Gene Deletion; Lung / pathology; Lung Injury / complications / enzymology / pathology; Mice; Models, Biological; Organ Specificity; Pulmonary Fibrosis / complications / enzymology / pathology; Pulmonary Surfactant-Associated Protein C / metabolism; Signal Transduction",apoptosis; epithelial cell; fibrosis; matrix,United States,MEDLINE,True,False,False,False,True,False,False,medium,https://pubmed.ncbi.nlm.nih.gov/28283477/
862,28116446,complete,NCBI PubMed EFetch XML,DART-bid for loco-regionally advanced NSCLC : Summary of acute and late toxicity with long-term follow-up; experiences with pulmonary dose constraints.,Das Ziel ist die Analyse von akuter und chronischer Toxizität bei Langzeitnachsorge; sowie die Darstellung unserer Erfahrungen mit pulmonalen Dosisschranken.,"BACKGROUND: To report acute and late toxicity with long-term follow-up, and to describe our experiences with pulmonary dose constraints.
METHODS: Between 2002 and 2009, 150 patients with 155 histologically/cytologically proven non-small cell lung cancer (NSCLC; tumor stages II, IIIA, IIIB in 6, 55 and 39%, respectively) received the following median doses: primary tumors 79.2 Gy (range 72.0-90.0 Gy), lymph node metastases 59.4 Gy (54.0-73.8 Gy), nodes electively 45 Gy; with fractional doses of 1.8 Gy twice daily (bid). In all, 86% of patients received 2 cycles of chemotherapy previously.
RESULTS: Five treatment-related deaths occurred: pneumonitis, n = 1; progressive pulmonary fibrosis in patients with pre-existing pulmonary fibrosis, n = 2; haemorrhage, n = 2. In all, 8% of patients experienced grade 3 and 1.3% grade 4 pneumonitis; 11% showed late fibrotic alterations grade 2 in lung parenchyma. Clinically relevant acute esophagitis (grade 2 and 3) was seen in 33.3% of patients, 2 patients developed late esophageal stenosis (G3). Patients with upper lobe, middle lobe and central lower lobe tumours (n = 130) were treated with V20 (total lung) up to 50% and patients with peripheral lower lobe tumours (n = 14, basal lateral tumours excluded) up to 42%, without observing acute or late pulmonary toxicity >grade 3. Only patients with basal lateral lower lobe tumours (n = 5) experienced grade 4/5 pulmonary toxicity; V20 for this latter group ranged between 30 and 53%. The mean lung dose was below the QUANTEC recommendation of 20-23 Gy in all patients. The median follow-up time of all patients is 26.3 months (range 2.9-149.4) and of patients alive 80.2 months (range 63.9-149.4.). The median overall survival time of all patients is 26.3 months; the 2-, 5- and 8‑year survival rates of 54, 21 and 15%, respectively. The local tumour control rate at 2 and 5 years is 70 and 64%, the regional control rate 90 and 88%, respectively.
DISCUSSION AND CONCLUSION: Grade 4 or 5 toxicity occurred in 7/150 patients (4.7%), which can be partially avoided in the future (e.g. by excluding patients with pre-existing pulmonary fibrosis). Tolerance and oncologic outcome compare favourably to concomitant chemoradiation also in long-term follow-up.","Wurstbauer, Karl; Zehentmayr, Franz; Deutschmann, Heinz; Dagn, Karin; Exeli, Ann-Katrin; Kopp, Peter; Porsch, Peter; Maurer, Birgit; Studnicka, Michael; Sedlmayer, Felix",10,,Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al],Strahlenther Onkol,2017-01-23,2017,193,4,315-323,10.1007/s00066-016-1095-4,PMC5360836,pii:10.1007/s00066-016-1095-4,eng,Clinical Trial; Journal Article,"Acute Disease; Adult; Aged; Aged, 80 and over; Austria / epidemiology; Carcinoma, Non-Small-Cell Lung / mortality / pathology / radiotherapy; Disease-Free Survival; Dose-Response Relationship, Radiation; Female; Humans; Lung Neoplasms / mortality / pathology / radiotherapy; Male; Middle Aged; Neoplasm Recurrence, Local / mortality / pathology / prevention & control; Neoplasm Staging; Organ Sparing Treatments / mortality; Prevalence; Prognosis; Radiation Dose Hypofractionation; Radiation Injuries / mortality / prevention & control; Radiation Protection / methods; Radiotherapy Dosage; Risk Assessment; Survival Rate; Treatment Outcome",Chemotherapy; Dose-Differentiated Accelerated Radiation Therapy; Non-small-cell lung cancer; Pneumonitis; Pulmonary fibrosis,Germany,MEDLINE,True,False,False,False,True,False,False,medium,https://pubmed.ncbi.nlm.nih.gov/28116446/
863,27766929,complete,NCBI PubMed EFetch XML,Pulmonary sarcoidosis: an update.,,"Sarcoidosis is a multisystem disease characterized by the presence of noncaseating granulomas, the exact etiology of which is yet to be determined. Pulmonary involvement occurs in the majority of patients and its severity ranges from asymptomatic involvement of mediastinal lymph nodes to progressive pulmonary fibrosis and chronic respiratory failure that is insensitive to treatment. Diagnosis of pulmonary sarcoidosis requires a compatible clinical picture supported by radiologic and pathologic data. A recent development in establishing the diagnosis of pulmonary sarcoidosis is endobronchial ultrasound that increases the yield of transbronchial needle aspiration of hilar and/or mediastinal lymph nodes. Fluorodeoxyglucose positron emission tomography (FDG-PET) is highly sensitive in detecting occult sites of disease and is of value in guiding biopsies of these sites. A combined imaging modality using both FDG-PET and CT scan is more sensitive than PET alone and is now the standard of care in patients requiring biopsies of active lesions. Biologic agents like anti-tumor necrosis factor antibodies are being used as second line treatment in those patients dependent on steroids or in cases of refractory sarcoidosis. Lung transplantation is the final option in suitable patients with end-stage pulmonary sarcoidosis.","Ramachandraiah, Vidya; Aronow, Wilbert; Chandy, Dipak",3,,Postgraduate medicine,Postgrad Med,2016-11-02,2016,129,1,149-158,10.1080/00325481.2017.1251818,,,eng,Journal Article; Review,"Adrenal Cortex Hormones / therapeutic use; Adult; Aged; Aged, 80 and over; Female; Humans; Lung Transplantation; Lymph Nodes / diagnostic imaging; Male; Middle Aged; Positron-Emission Tomography; Sarcoidosis, Pulmonary / diagnosis / diagnostic imaging / genetics / therapy; Tomography, X-Ray Computed; Ultrasonography",Pulmonary sarcoidosis; biologic agents; corticosteroids; lung transplantation; noncaseating granulomas,England,MEDLINE,True,False,False,False,True,True,False,medium,https://pubmed.ncbi.nlm.nih.gov/27766929/
864,26129822,complete,NCBI PubMed EFetch XML,Inhibition of connective tissue growth factor attenuates paraquat-induced lung fibrosis in a human MRC-5 cell line.,,"Chronic exposure to Paraquat (PQ) may result in progressive pulmonary fibrosis and subsequent chronic obstructive pulmonary malfunction. Connective tissue growth factor (CTGF) has been proposed as a key determinant in the development of lung fibrosis. We investigated thus whether knock down of CTGF can prevent human lung fibroblasts (MRC-5) activation and proliferation with the subsequent inhibition of PQ-induced fibrosis. MRC-5 was transfected with CTGF-siRNAs and exposed to different concentrations of PQ. The siRNA-silencing efficacy was evaluated using western blotting analyses, qRT-PCR and flow cytometry. Next, the viability and migration of MRC-5 was determined. MMP-2, MMP-9, and TIMP-1 accumulation were quantified to evaluate the lung fibrosis exposure to PQ. Over expression of CTGF mRNA was observed in human MRC-5 cell as early as 6 h following PQ stimulation. CTGF gene expression in MRC-5 cells was substantially reduced by RNAi, which significantly suppressed the expression of the lung fibrosis markers such as tissue inhibitor of metalloproteinase-2 (TIMP-2), Matrix metalloproteinase-2 (MMP-2) and Matrix metalloproteinase-9 (MMP-9) that were stimulated by PQ. Inhibition of CTGF expression suppressed impeded the proliferation and migration ability of MRC-5 cells and resulted in cell-extracellular matrix (ECM) protein accumulation in cells. Our results suggest that CTGF promoted the development of PQ-induced lung fibrosis in collaboration with transforming growth factor β1 (TGFβ1). Furthermore, the observed arresting effects of CTGF knock down during this process suggested that CTGF is the potential target site for preventing PQ-induced pulmonary fibrosis. © 2015 Wiley Periodicals, Inc. Environ Toxicol 31: 1620-1626, 2016.","Huang, Min; Yang, Huifang; Zhu, Lingqin; Li, Honghui; Zhou, Jian; Zhou, Zhijun",6,,Environmental toxicology,Environ Toxicol,2015-06-30,2015,31,11,1620-1626,10.1002/tox.22166,,,eng,Journal Article,"Cell Line; Connective Tissue Growth Factor / antagonists & inhibitors / genetics; Humans; Matrix Metalloproteinase 2 / analysis; Matrix Metalloproteinase 9 / analysis; Paraquat / toxicity; Pulmonary Fibrosis / chemically induced / drug therapy / metabolism; RNA, Small Interfering / genetics; Tissue Inhibitor of Metalloproteinase-1 / analysis; Tissue Inhibitor of Metalloproteinase-2 / analysis",Paraquat; connective tissue growth factor; siRNA; transforming growth factor β1,United States,MEDLINE,True,False,False,False,True,False,False,medium,https://pubmed.ncbi.nlm.nih.gov/26129822/
865,27623832,complete,NCBI PubMed EFetch XML,"[Hypersensitivity pneumonitis: Diagnostic criteria, treatment, prognosis and prevention].","Alergiczne zapalenie pęcherzyków płucnych (AZPP) jest chorobą wywoływaną wdychaniem środowiskowych antygenów, najczęściej rozpoznawaną wśród rolników i hodowców ptaków. Rozpoznanie opiera się na stwierdzeniu objawów klinicznych (kaszel i duszność) u osoby narażonej na kontakt z antygenem oraz na wykazaniu w tomografii komputerowej płuc o wysokiej rozdzielczości (TKWR) charakterystycznego obrazu – obustronnych mozaikowatych obszarów zacienień typu matowej szyby z predylekcją do pól środkowych i dolnych, i/lub słabo odgraniczonych guzków środkowej części zrazika, a także cech pułapki powietrznej, lepiej widocznych w fazie wydechowej badania. Taki obraz TKWR najczęściej stwierdzany jest w podostrej postaci AZPP. Pomocne w ustaleniu rozpoznania jest badanie płynu z płukania oskrzelowo-pęcherzykowego (broncho-alveolar lavage fluid – BALF), w którym stwierdza się zwiększenie całkowitej liczby komórek z przewagą limfocytów T (> 50%), szczególnie jeśli towarzyszy mu wzrost liczby neutrofilów (> 3%) i mastocytów (> 1%). Prawidłowy wynik BALF na ogół wyklucza AZPP, chyba że jest to schyłkowe stadium włóknienia. W ustaleniu rozpoznania jest pomocne wykazanie obecności swoistych przeciwciał precypitujących w surowicy chorego. W przypadkach niepewnych rozstrzygający jest wynik badania histopatologicznego materiału z biopsji płuca. Za rozpoznaniem AZPP przemawia obecność małych, słabo uformowanych ziarniniaków, bez cech martwicy, po wykluczeniu innych chorób ziarniniakowych. W leczeniu AZPP najważniejsze jest przerwanie narażenia na antygen. Stosowanie glikokortykosteroidów przynosi szybką poprawę, zwłaszcza w leczeniu ostrych objawów, ale długofalowa skuteczność tych leków jest niepewna. Rokowanie jest na ogół dobre, jeśli zostanie przerwane narażenie na antygen. W niektórych przypadkach dochodzi jednak do postępującego włóknienia płuc, co może prowadzić do ciężkiej niewydolności oddechowej. Med. Pr. 2016;67(4):517–527.","Hypersensitivity pneumonitis (HP) is caused by inhalation of environmental antigens. Farmers and bird keepers are most frequently affected by this desease. The HP diagnosis is based on clinical symptoms (cough, dyspnea) in a person exposed to environmental antigens, and the presence of characteristic changes in high resolution chest computed tomography (HRCT) (bilateral, mosaic, ground glass opacities in the middle and lower lung zones, ill-defined centrilobular nodules and the sign of air-trapping on expiration). This type of HRCT pattern is most frequently found in the patients with subacute HP. Bronchioloalveolar lavage fluid (BALF) examination is helpful in establishing the HP diagnosis, when the increased total number of cells, with the predominance of T lymphocytes (> 50%), and the increased number of neutrophils (> 3%) and mastocytes (> 1%) are found. The presence of specific serum precipitins increases the likelihood of HP. In case of atypical clinical presentation, lung biopsy is recommended. The diagnostic criterion of HP is the presence of ill-defined non-necrotising granulomas, after excluding other granulomatous lung diseases. The prevention and treatment of HP is based on the elimination of the antigen from the environment. Corticosteroids may contribute to the improvement in the acute and sub-acute form of the disease but their long term effectiveness is uncertain. The prognosis of HP patients is generally perceived as good, especially in those patients in whom antigen avoidance is possible. Nevertheless, in some patients progressive pulmonary fibrosis and development of severe respiratory insufficiency is observed. Med Pr 2016;67(4):517-527.","Jędrych, Małgorzata E; Szturmowicz, Monika; Bestry, Iwona; Kuś, Jan",4,,Medycyna pracy,Med Pr,2016,2016,67,4,517-27,10.13075/mp.5893.00406,,pii:61867,pol,Journal Article; Review,"Air Pollution, Indoor / adverse effects; Alveolitis, Extrinsic Allergic / diagnosis / therapy; Bronchoalveolar Lavage Fluid; Humans; Occupational Diseases / diagnosis / therapy; Risk Factors",BALF; Treatment; diagnosis; high resolution chest computed tomography; hypersensitivity pneumonitis; prognosis,Poland,MEDLINE,True,False,False,False,True,True,False,medium,https://pubmed.ncbi.nlm.nih.gov/27623832/
866,27109811,complete,NCBI PubMed EFetch XML,Predictors of survival in coexistent hypersensitivity pneumonitis with autoimmune features.,,"BACKGROUND: Hypersensitivity pneumonitis (HP), an immune-mediated inflammatory interstitial lung disease (ILD), can result from exposure to several well-recognized antigens. Despite antigen avoidance, progressive pulmonary fibrosis and death can occur, suggesting that additional factors may contribute to disease activity. We hypothesized that the presence of autoimmunity might impact clinical course in patients with HP. In this study, we examined an HP cohort to identify those with HP and autoimmune features (HPAF), and determine its prevalence and outcomes.
METHODS: The University of Chicago ILD registry was screened to identify patients with HP. Patients were characterized as HPAF if they had an autoimmune disease or features of autoimmunity, defined as the presence of specific connective tissue disease (CTD) symptoms and serologies. Demographics, clinical characteristics, and outcomes were compared between groups. Survival analysis was performed using Cox regression to identify predictors of transplant-free survival in this cohort.
RESULTS: One hundred twenty patients with chronic, fibrotic HP were identified. Of these, 18/120 (15%) were characterized as HPAF. Compared to those without evidence of autoimmunity, patients with HPAF had a higher proportion of females (54% vs. 83%, respectively; p = 0.02) but were otherwise similar with regard to clinical characteristics. The presence of autoimmunity was an independent predictor of increased mortality (HR 4.45; 95% CI 1.43-13.88; p = 0.01) after multivariable adjustment.
CONCLUSIONS: Fifteen percent of patients with chronic, fibrotic HP displayed evidence of a concurrent defined autoimmune disease or autoimmune features suggestive of CTD. The presence of autoimmunity in patients with chronic, fibrotic HP may portend a poorer prognosis. Future studies are needed to validate these findings and determine the impact of immunosuppressive treatment.","Adegunsoye, Ayodeji; Oldham, Justin M; Demchuk, Carley; Montner, Steven; Vij, Rekha; Strek, Mary E",6,,Respiratory medicine,Respir Med,2016-03-21,2016,114,,53-60,10.1016/j.rmed.2016.03.012,PMC4845760,mid:NIHMS772765; pii:S0954-6111(16)30042-7,eng,"Journal Article; Research Support, N.I.H., Extramural","Aged; Alveolitis, Extrinsic Allergic / diagnostic imaging / epidemiology / immunology / pathology; Antigens / immunology; Autoimmune Diseases / complications / immunology; Autoimmunity; Connective Tissue Diseases / complications / diagnosis / immunology; Diagnosis, Differential; Environmental Exposure / adverse effects; Female; Humans; Immunosuppressive Agents / therapeutic use; Lung Diseases, Interstitial / complications / immunology / physiopathology; Male; Middle Aged; Predictive Value of Tests; Prevalence; Pulmonary Fibrosis / complications / diagnostic imaging / mortality; Retrospective Studies; Survival Analysis",Autoimmunity; Connective tissue disease; Hypersensitivity pneumonitis; Immunosuppressive therapy; Interstitial lung disease; Pulmonary fibrosis,England,MEDLINE,True,False,False,False,True,True,False,medium,https://pubmed.ncbi.nlm.nih.gov/27109811/
867,27083934,complete,NCBI PubMed EFetch XML,Idiopathic Pulmonary Fibrosis and the Elderly: Diagnosis and Management Considerations.,,"Idiopathic pulmonary fibrosis (IPF) is a severe and progressive fibrosing interstitial lung disease, which ultimately results in respiratory failure and death. The median age at diagnosis is 66 years, and the incidence increases with age, making this a disease that predominantly affects the elderly population. IPF can often be difficult to diagnose, as its symptoms--cough, dyspnoea and fatigue--are non-specific and can often be attributed to co-morbidities such as heart failure and chronic obstructive pulmonary disease. Making an accurate diagnosis of IPF is imperative, as new treatments that appear to slow the progression of IPF have recently become available. Pirfenidone and nintedanib are two such treatments, which have shown efficacy in randomised controlled trials. As with all new treatments, caution must be advocated in the elderly, as these patients often lie outside the narrow clinical trial cohorts that are studied, and the benefits of therapy must be weighed against potential toxicities. Both medications, while relatively safe, have been associated with adverse effects, particularly gastrointestinal symptoms such as nausea, diarrhoea and anorexia. In this review, we highlight measures to improve recognition and accurate diagnosis of IPF, as well as co-morbidities that often affect the diagnosis and disease course. The gold standard for IPF diagnosis is a multidisciplinary meeting whereby clinicians, radiologists and histopathologists reach a consensus after interactive discussion. In many cases, a lung biopsy may not be available because of high risk or patient choice, particularly in the elderly. In these cases, there is debate as to whether a biopsy is required, given the high rates of IPF in patients over the age of 70 years with interstitial changes on computed tomography. We also discuss the management of IPF, drawing particular attention to specific issues affecting the elderly population, especially with regard to polypharmacy and end-of-life care. Through this article, we endeavour to improve awareness of this devastating disease and thus improve recognition of the disease and its outcomes in elderly patients.","Jo, Helen E; Randhawa, Sharan; Corte, Tamera J; Moodley, Yuben",4,,Drugs & aging,Drugs Aging,2016-05,2016,33,5,321-34,10.1007/s40266-016-0366-1,,pii:10.1007/s40266-016-0366-1,eng,Journal Article,"Aged; Aged, 80 and over; Aging; Antineoplastic Agents / therapeutic use; Biopsy; Comorbidity; Disease Management; Disease Progression; Female; Humans; Idiopathic Pulmonary Fibrosis / diagnosis / therapy; Incidence; Indoles / therapeutic use; Male; Pyridones / therapeutic use; Tomography, X-Ray Computed",,New Zealand,MEDLINE,True,False,False,True,False,False,False,medium,https://pubmed.ncbi.nlm.nih.gov/27083934/
868,26836914,complete,NCBI PubMed EFetch XML,Drug Treatment of Idiopathic Pulmonary Fibrosis: Systematic Review and Network Meta-Analysis.,,"BACKGROUND: Idiopathic pulmonary fibrosis (IPF) is a form of chronic progressive fibrosing interstitial lung disease of unknown origin. Recently, nintedanib and pirfenidone demonstrated efficacy in slowing disease progression and were approved by the US Food and Drug Administration. Although numerous treatments have been evaluated in IPF, none have shown significant decreases in mortality. The objective of this study was to identify all pharmacologic treatments evaluated for IPF and analyze their efficacy via Bayesian network meta-analysis and pairwise indirect treatment comparisons. This review did not evaluate the effect of steroid therapy.
METHODS: We searched MEDLINE, Embase, and the Cochrane Library for studies published on or before August 2014. Studies were required to contain a randomized evaluation of nonsteroidal drug therapy for treatment of IPF and be published in English. Key outcomes of interest for this analysis were pulmonary function as measured by FVC as well as all-cause and respiratory-specific death. All outcomes were analyzed via a Bayesian framework.
RESULTS: Our review identified 30 eligible studies that evaluated 16 unique treatments. Under both the fixed-effect and random-effect models for respiratory-specific mortality, no treatments performed better than placebo. For all-cause mortality, pirfenidone and nintedanib had effects approaching significance with credible intervals slightly crossing the null under a fixed-effect model. Notably, for respiratory-specific mortality, all-cause mortality, and decline in percent predicted FVC, nintedanib and pirfenidone were virtually indistinguishable and no clear advantage was detected.
CONCLUSIONS: Although two treatments have been approved for IPF on the basis of reduced decline in pulmonary function, neither one has a clear advantage on mortality outcomes.","Canestaro, William J; Forrester, Sara H; Raghu, Ganesh; Ho, Lawrence; Devine, Beth E",5,,Chest,Chest,2016-01-13,2016,149,3,756-66,10.1016/j.chest.2015.11.013,,pii:S0012-3692(15)00178-6,eng,Journal Article; Systematic Review; Network Meta-Analysis,"Acetylcysteine / therapeutic use; Anti-Inflammatory Agents, Non-Steroidal / therapeutic use; Anticoagulants / therapeutic use; Azathioprine / therapeutic use; Bayes Theorem; Bosentan; Endothelin Receptor Antagonists / therapeutic use; Enzyme Inhibitors / therapeutic use; Etanercept / therapeutic use; Free Radical Scavengers / therapeutic use; Humans; Idiopathic Pulmonary Fibrosis / drug therapy; Imatinib Mesylate / therapeutic use; Immunosuppressive Agents / therapeutic use; Indoles / therapeutic use; Interferon-gamma / therapeutic use; Phenylpropionates / therapeutic use; Pyridazines / therapeutic use; Pyridones / therapeutic use; Pyrimidines / therapeutic use; Recombinant Proteins / therapeutic use; Sulfonamides / therapeutic use; Vital Capacity; Warfarin / therapeutic use",epidemiology (pulmonary); evidence-based medicine; idiopathic pulmonary fibrosis; meta-analysis,United States,MEDLINE,True,False,False,True,False,False,False,medium,https://pubmed.ncbi.nlm.nih.gov/26836914/
869,26594173,complete,NCBI PubMed EFetch XML,MicroRNAs as potential targets for progressive pulmonary fibrosis.,,"Idiopathic pulmonary fibrosis (IPF) is a chronic, progressive and devastating disorder. It is characterized by alveolar epithelial cell injury and activation, infiltration of inflammatory cells, initiation of epithelial mesenchymal transition (EMT), aberrant proliferation and activation of fibroblasts, exaggerated deposition of extracellular matrix (ECM) proteins, and finally leading to the destruction of lung parenchyma. MicroRNAs (miRNAs) are endogenous small non-coding RNA molecules that post-transcriptionally regulate gene expression in diverse biological and pathological processes, including cell proliferation, differentiation, apoptosis and metastasis. As a result, miRNAs have emerged as a major area of biomedical research with relevance to pulmonary fibrosis. In this context, the present review discusses specific patterns of dysregulated miRNAs in patients with IPF. Further, we discuss the current understanding of miRNAs involvement in regulating lung inflammation, TGF-β1-mediated EMT and fibroblast differentiation processes, ECM genes expression, and in the progression of lung fibrosis. The possible future directions that might lead to novel therapeutic strategies for the treatment of pulmonary fibrosis are also reviewed.","Rajasekaran, Subbiah; Rajaguru, P; Sudhakar Gandhi, P S",3,,Frontiers in pharmacology,Front Pharmacol,2015-11-05,2015,6,,254,10.3389/fphar.2015.00254,PMC4633493,,eng,Journal Article; Review,,TGF-β1; epithelial cells; fibroblasts; idiopathic pulmonary fibrosis; inflammation; miRNAs; type-1-collagen; α-SMA,Switzerland,PubMed-not-MEDLINE,True,False,True,False,True,False,False,high,https://pubmed.ncbi.nlm.nih.gov/26594173/
